economic_score,fail_count,fid,boost_distance,speed,threat-type,boost_flag
198.97918755755106,0,50.2565123656849,533.9799999999748,0.12555876460486468,medium,True
169.55321597991332,0,58.978533330707705,267.2400000002089,0.15205633916183237,medium,True
129.30255610640953,0,77.33799161534364,581.2799999999991,0.18125769380901502,medium,True
164.36251667554765,0,60.8411224302439,379.24000000010705,0.1861319350641253,medium,True
162.32523789228685,0,61.604714891196636,539.0199999999774,0.05893695999872303,slow,True
179.48082848539855,0,55.71625718684231,192.50000000027694,0.10208003546775427,medium,True
140.12017942756765,0,71.36730798413873,607.7000000000014,0.2445565495220607,fast,True
0.0,1,0.0,598.2200000000032,0.249925863908458,fast,True
211.20689695706946,0,47.34693868464262,593.3800000000042,0.214012717198162,fast,True
164.4394044786817,0,60.812674624447595,576.4799999999966,0.1545615369719812,medium,True
182.53350914876418,0,54.784461475783246,500.0999999999971,0.0837725626646533,slow,True
148.40204808787618,0,67.38451476140347,570.7799999999936,0.2597985217079272,fast,True
153.54173543635667,0,65.12887177926302,513.519999999985,0.14916423151187658,medium,True
181.52512080572518,0,55.08879407772088,405.86000000008283,0.07070951207636403,slow,True
169.8074354033624,0,58.89023632119461,604.800000000002,0.0776503572040169,slow,True
163.3444503548169,0,61.22032293278403,352.7000000001312,0.2860014297249506,fast,True
174.15925928716732,0,57.41870998378113,607.6200000000014,0.04397256641872699,slow,True
189.618018728324,0,52.7376040898705,476.7200000000184,0.08039553271092056,slow,True
184.18122541751868,0,54.29435045472792,534.479999999975,0.04855818893424465,slow,True
0.0,1,0.0,599.9000000000029,0.07539783788099319,slow,True
110.78318617400656,0,90.2664054479626,237.26000000023618,0.06115709079485355,slow,True
195.93677759856632,0,51.036870783329505,624.7399999999982,0.16208426376717716,medium,True
179.05849054471662,0,55.84767284466011,418.3200000000715,0.1524080716743021,medium,True
203.93550944876134,0,49.03510931975529,576.8199999999968,0.3046270062228257,fast,True
182.9688863295542,0,54.65410103654733,552.2199999999841,0.33450642307808637,fast,True
17.462978485611355,0,572.6399999999721,0.0,0.01,,False
139.56258120708253,0,71.65244375325813,570.3599999999934,0.14848359952030393,medium,True
197.76134940610103,0,50.565998007351254,601.5400000000026,0.3367142059947139,fast,True
174.93320965110345,0,57.16467456319219,611.0600000000007,0.04737305486386747,slow,True
144.57057542106423,0,69.17036866509545,580.7399999999988,0.1847587733072506,medium,True
